hora,temperatura,umidade,pto_orvalho,pressao,radiacao,vento
23,25.6,64.0,18.2,954.2,-3.28,0.9
0,23.0,85.0,20.3,955.4,-3.46,1.8
1,21.9,90.0,20.1,955.9,-3.53,0.2
2,22.6,88.0,20.4,955.8,-2.21,0.0
3,NaN,91.0,20.3,955.3,-3.45,0.0
4,21.8,88.0,19.6,954.9,-3.54,0.0
5,21.9,85.0,19.2,954.6,-3.54,0.0
6,21.7,82.0,18.5,954.5,-3.52,0.0
7,21.2,82.0,18.0,954.1,-3.54,0.3
8,20.9,83.0,18.0,954.2,-3.53,0.0
9,20.8,82.0,17.7,954.7,-0.09,0.2
10,NaN,79.0,18.1,955.3,115.9,0.0
11,24.5,70.0,18.7,956.0,696.6,0.0
12,26.8,65.0,19.8,956.7,1490.0,0.0
13,28.2,62.0,20.4,956.9,2858.0,2.0
14,NaN,61.0,20.8,957.1,3497.0,2.3
15,NaN,56.0,20.4,956.7,3523.0,2.7
16,NaN,50.0,20.0,956.1,3924.0,3.4
17,31.8,50.0,20.1,955.2,3662.0,4.0
18,32.5,46.0,19.3,954.1,2754.0,2.6
19,31.3,49.0,19.4,953.2,2862.0,3.0
20,27.1,63.0,19.4,953.5,316.1,1.5
21,27.4,64.0,19.9,954.0,486.5,0.5
22,NaN,56.0,17.5,954.0,117.3,0.0
23,24.6,70.0,18.8,954.6,-3.32,0.0
0,24.0,75.0,19.4,955.2,-3.5,0.0
1,23.3,81.0,19.8,955.4,-3.54,0.0
2,NaN,83.0,19.7,956.0,-3.54,0.0
3,22.1,86.0,19.6,955.9,-3.54,0.0
4,22.2,87.0,19.9,955.7,-3.54,0.0
5,21.9,88.0,19.8,955.5,-3.54,0.0
6,21.7,90.0,20.0,955.4,-3.53,0.0
7,21.6,89.0,19.6,955.7,-3.53,0.0
8,22.1,86.0,19.6,955.8,-3.53,0.1
9,NaN,87.0,19.4,956.3,-0.61,0.0
10,22.4,86.0,19.9,956.6,108.7,0.0
11,26.1,69.0,20.0,957.0,843.0,0.6
12,29.5,57.0,20.1,957.4,2022.0,0.0
13,30.5,50.0,18.9,957.8,2847.0,0.8
14,29.3,57.0,20.0,957.3,2433.0,2.2
15,31.8,46.0,18.9,957.2,3161.0,2.1
16,31.8,41.0,16.9,956.8,2937.0,0.7
17,26.9,60.0,18.5,956.4,3964.0,9.3
18,NaN,59.0,18.5,955.9,1074.0,1.5
19,29.6,54.0,19.2,955.3,2495.0,0.1
20,29.8,53.0,19.0,954.6,1254.0,0.0
21,28.2,59.0,19.4,955.1,494.8,0.0
22,26.6,71.0,20.8,955.2,63.14,0.0
23,25.4,77.0,21.0,956.0,-3.53,0.0
0,24.3,80.0,20.6,956.3,-3.54,0.0
1,22.9,88.0,20.8,956.4,-3.54,0.0
2,NaN,82.0,19.6,956.7,-3.54,0.0
3,21.9,88.0,19.7,956.1,-3.54,0.0
4,21.7,84.0,18.8,955.5,-3.54,0.0
5,21.5,84.0,18.7,954.9,-3.54,0.0
6,21.0,86.0,18.6,954.5,-3.54,0.0
7,NaN,88.0,18.8,954.5,-3.54,0.0
8,20.6,88.0,18.6,955.0,-3.53,0.0
9,21.0,85.0,18.5,955.5,-2.15,0.0
10,22.6,81.0,19.1,956.0,167.0,0.0
11,25.0,71.0,19.4,956.3,787.3,0.4
12,29.7,51.0,18.5,956.6,1968.0,0.4
13,NaN,45.0,18.7,956.5,2840.0,0.0
14,32.3,39.0,16.6,956.1,3330.0,1.4
15,33.8,32.0,14.7,955.6,3956.0,1.2
16,34.0,32.0,14.9,955.2,3044.0,1.8
17,32.6,38.0,16.4,954.7,1938.0,1.2
18,34.4,27.0,12.7,953.3,3439.0,2.1
19,32.6,32.0,13.8,952.5,2187.0,0.2
20,34.4,31.0,14.9,951.8,1809.0,0.3
21,31.8,48.0,19.6,952.1,976.0,3.0
22,29.3,57.0,19.9,952.5,188.9,1.1
23,27.6,65.0,20.3,953.5,-3.54,0.0
0,NaN,70.0,20.7,954.2,-3.54,0.0
1,25.2,73.0,20.0,954.6,-3.48,0.0
2,23.2,89.0,21.2,955.1,-3.42,0.1
3,23.8,85.0,21.0,955.0,-2.16,0.6
4,23.9,84.0,21.1,954.5,-2.38,0.0
5,NaN,84.0,20.5,954.0,-1.5,0.0
6,NaN,85.0,21.1,953.9,-2.9,0.0
7,23.8,80.0,20.2,954.1,-2.51,0.0
8,23.4,78.0,19.2,954.2,-3.53,0.0
9,22.9,81.0,19.6,955.2,-1.08,0.0
10,23.4,81.0,19.9,955.6,113.3,0.0
11,27.7,54.0,17.7,955.7,847.2,3.0
12,29.4,52.0,18.4,956.1,2069.0,3.6
13,31.3,45.0,18.1,956.2,2858.0,2.4
14,32.0,42.0,17.6,955.7,3483.0,2.6
15,32.8,39.0,16.9,955.2,3487.0,1.5
16,33.9,39.0,17.9,954.7,2854.0,0.0
17,34.3,31.0,14.7,953.8,3495.0,1.1
18,35.3,30.0,14.8,952.8,3602.0,1.5
19,34.6,29.0,14.1,952.0,2386.0,2.2
20,NaN,30.0,15.3,951.6,1369.0,0.5
21,33.9,40.0,18.3,951.7,976.1,0.3
22,31.0,45.0,17.8,951.7,230.5,0.0
23,28.6,56.0,19.0,952.2,-3.54,0.0
0,26.6,65.0,19.5,953.2,-3.54,0.0
1,25.8,69.0,19.7,953.6,-3.45,0.0
2,25.9,69.0,19.8,954.0,-3.35,0.0
3,26.5,68.0,20.1,953.7,-2.56,2.5
4,26.9,62.0,19.1,953.5,-1.91,2.1
5,25.6,69.0,19.5,953.4,-2.36,0.0
6,24.2,80.0,20.5,953.9,-3.4,0.9
7,24.2,77.0,19.9,954.3,-3.5,0.0
8,23.3,84.0,20.5,954.7,-3.54,0.0
9,23.2,83.0,20.3,955.5,-1.18,0.0
10,24.4,74.0,19.5,955.2,143.6,0.0
11,NaN,62.0,20.1,955.6,882.2,0.0
12,30.0,53.0,19.5,956.4,2036.0,1.6
13,31.6,45.0,18.2,956.7,3101.0,2.8
14,32.6,38.0,16.4,956.4,3587.0,3.6
15,32.7,40.0,17.3,956.0,2976.0,3.1
16,NaN,37.0,17.2,955.8,3410.0,2.8
17,33.5,34.0,15.6,955.0,2445.0,1.7
18,34.1,34.0,16.0,953.7,2687.0,2.2
19,33.4,36.0,16.1,953.0,2585.0,1.9
20,32.6,39.0,16.7,953.0,1660.0,2.8
21,31.8,47.0,19.2,953.2,888.1,3.0
22,NaN,57.0,19.6,954.1,64.17,0.8
23,NaN,62.0,19.9,954.7,-3.54,0.0
0,26.5,68.0,20.2,955.3,-3.54,0.0
1,NaN,72.0,20.4,956.1,-3.54,0.0
2,25.0,78.0,20.9,956.6,-3.54,0.0
3,NaN,79.0,20.5,955.9,-3.54,0.0
4,NaN,82.0,20.7,955.5,-3.54,0.0
5,NaN,83.0,21.0,955.2,-3.19,0.0
6,23.9,86.0,21.4,955.2,-3.36,0.0
7,23.6,87.0,21.3,955.2,-3.54,0.0
8,23.2,89.0,21.3,955.9,-3.53,0.0
9,23.2,89.0,21.2,956.8,-2.5,0.0
10,24.0,85.0,21.4,957.6,186.8,0.0
11,27.6,72.0,22.1,958.1,878.8,0.0
12,29.8,60.0,21.1,958.2,1802.0,0.9
13,32.2,48.0,19.8,957.8,2823.0,0.0
14,32.5,46.0,19.3,957.2,3352.0,0.8
15,30.9,51.0,19.5,956.4,2337.0,2.5
16,33.9,42.0,19.3,955.8,2480.0,1.8
17,33.2,40.0,17.8,955.1,2984.0,0.4
18,34.2,41.0,19.1,954.4,1520.0,1.5
19,35.4,36.0,18.0,953.6,2206.0,0.5
20,33.5,38.0,17.1,953.0,1764.0,1.5
21,32.3,43.0,18.2,952.7,602.1,0.0
22,29.4,57.0,20.1,952.8,165.3,0.0
23,27.4,64.0,20.0,953.2,-3.54,0.0
0,26.3,66.0,19.5,953.7,-3.54,0.0
1,24.6,73.0,19.4,954.4,-3.54,0.0
2,23.6,77.0,19.4,954.8,-3.54,0.3
3,23.1,78.0,19.0,954.8,-3.54,0.0
4,NaN,82.0,19.2,954.6,-3.54,0.0
5,22.8,80.0,19.2,954.3,-3.54,0.0
6,22.3,81.0,18.7,953.9,-3.49,0.0
7,21.4,82.0,18.2,953.9,-3.54,0.0
8,21.0,78.0,17.0,954.5,-3.54,0.0
9,NaN,82.0,17.5,955.2,-2.28,0.0
10,NaN,74.0,17.4,955.9,115.6,0.0
11,26.9,56.0,17.5,956.0,816.7,0.0
12,NaN,51.0,18.9,956.3,1927.0,0.0
13,33.2,36.0,16.1,956.3,2849.0,1.2
14,34.3,25.0,11.2,956.0,3341.0,1.9
15,34.5,24.0,11.1,955.4,3844.0,2.6
16,35.1,22.0,10.4,954.3,3956.0,2.2
17,35.8,24.0,12.0,953.4,3398.0,1.9
18,36.3,25.0,13.0,952.5,2634.0,1.2
19,35.6,25.0,12.7,952.3,1790.0,2.1
20,35.8,25.0,12.6,952.2,2202.0,2.1
21,35.2,25.0,12.4,952.6,1115.0,0.0
22,31.1,42.0,16.9,952.9,191.3,0.0
23,28.0,52.0,17.2,953.1,-3.54,0.0
0,26.7,50.0,15.5,953.7,-3.54,0.0
1,24.8,62.0,17.1,954.2,-3.54,0.0
2,26.1,67.0,19.6,955.1,-3.54,0.4
3,24.7,70.0,18.9,955.2,-3.54,0.0
4,NaN,73.0,19.3,954.5,-3.54,0.0
5,NaN,81.0,19.8,954.8,-3.54,0.0
6,NaN,83.0,19.7,954.6,-3.54,0.0
7,22.2,87.0,19.8,955.0,-3.54,0.0
8,NaN,86.0,19.7,955.2,-3.54,0.0
9,21.5,90.0,19.8,955.6,-2.9,0.0
10,22.8,86.0,20.3,956.2,133.3,0.0
11,24.6,80.0,20.8,956.7,392.2,0.0
12,28.8,58.0,19.8,957.3,2160.0,0.6
13,NaN,50.0,18.5,957.1,2767.0,1.8
14,31.2,47.0,18.6,956.5,3413.0,1.5
15,32.5,43.0,18.3,955.9,3794.0,1.8
16,NaN,41.0,19.5,954.9,3780.0,1.8
17,33.4,43.0,19.1,953.8,2689.0,2.3
18,NaN,41.0,19.4,953.0,3060.0,2.3
19,32.1,49.0,19.9,952.2,1073.0,0.1
20,32.8,47.0,19.8,952.0,1051.0,1.4
21,32.0,49.0,20.0,952.1,1012.0,0.3
22,30.1,57.0,20.5,952.3,74.22,0.0
23,25.5,83.0,22.4,953.2,-3.5,1.6
0,24.1,82.0,21.0,953.8,4.747,1.2
1,24.0,85.0,21.4,954.3,0.597,0.9
2,22.8,91.0,21.2,955.2,-3.37,0.0
3,22.9,93.0,21.8,954.6,-3.38,0.0
4,22.2,93.0,21.0,954.5,-3.37,0.0
5,22.3,93.0,21.2,954.1,-3.2,0.2
6,22.4,94.0,21.3,954.0,-3.37,0.0
7,22.1,93.0,20.9,953.8,-3.4,0.1
8,22.0,93.0,20.8,954.2,-3.29,0.8
9,22.0,94.0,21.1,954.7,-1.18,0.0
10,22.7,90.0,21.1,956.1,106.4,0.9
11,24.6,84.0,21.8,956.5,801.6,1.2
12,26.8,76.0,22.2,956.7,1980.0,0.7
13,28.4,71.0,22.7,956.9,2823.0,2.0
14,NaN,60.0,21.1,956.7,3323.0,2.2
15,30.6,58.0,21.4,956.2,3560.0,2.1
16,28.5,67.0,21.7,955.7,1376.0,2.2
17,27.2,76.0,22.6,955.0,324.6,0.5
18,26.4,76.0,21.7,954.3,232.8,0.1
19,24.8,77.0,20.6,953.8,114.1,0.9
20,24.6,73.0,19.4,953.7,196.8,1.2
21,24.1,75.0,19.3,953.0,303.4,1.5
22,23.4,72.0,18.1,952.9,99.44,1.5
23,22.3,77.0,18.0,953.9,-3.54,0.0
0,21.6,81.0,18.2,954.5,-3.54,0.0
1,21.1,80.0,17.5,954.9,-3.54,0.0
2,NaN,82.0,17.7,954.9,-3.53,0.0
3,NaN,85.0,17.9,954.5,-3.53,0.0
4,20.3,89.0,18.4,954.2,-3.53,0.0
5,20.4,88.0,18.3,953.7,-3.51,0.0
6,20.0,90.0,18.3,953.6,-3.54,0.0
7,19.9,92.0,18.6,953.8,-3.54,0.0
8,20.2,92.0,18.8,954.3,-3.54,0.0
9,20.4,92.0,19.0,954.8,-2.75,0.0
10,NaN,86.0,20.2,955.5,319.2,0.8
11,NaN,72.0,20.8,956.3,878.8,0.0
12,27.2,66.0,20.4,956.7,2014.0,1.3
13,28.7,66.0,21.8,956.8,2811.0,1.1
14,NaN,60.0,20.8,956.3,3242.0,0.0
15,33.4,50.0,21.7,955.6,3912.0,0.2
16,31.5,50.0,19.9,955.0,2951.0,1.9
17,31.6,48.0,19.3,954.1,2796.0,2.5
18,NaN,92.0,19.4,954.9,81.72,1.9
19,22.2,90.0,20.6,953.5,284.9,0.0
20,25.5,76.0,21.0,951.8,1041.0,0.3
21,25.9,73.0,20.7,952.4,1136.0,0.7
22,24.5,84.0,21.6,953.4,81.1,1.3
23,NaN,92.0,22.3,953.9,-3.37,0.1
0,NaN,91.0,20.7,954.6,-3.18,1.5
1,22.0,94.0,21.0,954.7,-1.64,0.8
2,21.5,94.0,20.5,955.7,-3.28,0.4
3,21.3,95.0,20.5,955.5,-3.19,0.5
4,20.8,95.0,20.0,955.3,-3.18,0.5
5,20.4,94.0,19.5,954.8,-3.3,1.1
6,20.2,96.0,19.5,954.2,-3.47,0.0
7,20.0,95.0,19.2,954.5,-3.52,0.8
8,19.8,96.0,19.1,954.7,-3.53,0.0
9,19.6,96.0,18.9,955.3,-1.64,0.0
10,20.4,96.0,19.7,956.0,133.7,0.2
11,23.8,86.0,21.4,956.4,832.5,0.0
12,25.7,75.0,20.8,956.8,2034.0,1.3
13,27.7,65.0,20.4,957.0,2830.0,1.3
14,NaN,61.0,20.9,957.0,3441.0,0.8
15,NaN,59.0,22.0,956.3,3800.0,1.9
16,32.0,48.0,19.5,955.7,3874.0,1.6
17,33.7,42.0,19.2,954.8,3468.0,1.7
18,32.7,44.0,18.9,953.6,2699.0,1.5
19,32.8,43.0,18.5,952.9,1879.0,1.0
20,NaN,46.0,19.0,952.1,1633.0,2.6
21,31.4,51.0,19.9,952.1,1123.0,0.0
22,26.1,77.0,21.8,952.2,123.5,0.6
23,25.3,86.0,22.7,952.9,-3.53,0.0
0,NaN,88.0,22.0,954.0,-3.54,0.0
1,NaN,83.0,21.0,954.5,-3.54,0.0
2,23.2,89.0,21.3,955.2,-3.53,0.0
3,NaN,89.0,21.1,955.2,-3.54,0.0
4,NaN,89.0,20.5,955.2,-3.54,0.0
5,22.5,89.0,20.5,954.7,-3.51,0.0
6,NaN,91.0,20.4,954.5,-3.54,0.0
7,21.5,91.0,20.0,954.5,-3.53,0.0
8,20.7,92.0,19.3,954.7,-3.54,0.0
9,NaN,91.0,18.9,955.1,-3.06,0.0
10,21.2,85.0,18.5,955.6,106.8,0.0
11,24.9,71.0,19.4,956.1,857.9,0.0
12,28.0,60.0,19.4,956.8,1765.0,0.0
13,30.3,49.0,18.4,956.7,2853.0,1.8
14,30.5,42.0,16.3,956.4,2537.0,2.3
15,30.7,41.0,16.0,955.8,3662.0,3.9
16,NaN,41.0,17.5,955.2,3663.0,2.3
17,32.6,32.0,13.6,954.3,3823.0,4.0
18,33.6,28.0,12.5,953.0,3449.0,2.6
19,34.6,29.0,14.1,952.5,2827.0,2.0
20,34.1,30.0,14.1,952.4,1977.0,0.8
21,33.8,29.0,13.3,952.6,1123.0,1.6
22,30.0,51.0,18.6,953.3,323.3,3.4
23,25.9,63.0,18.2,955.0,-3.28,4.2
0,24.4,70.0,18.6,955.7,-3.53,0.4
1,NaN,74.0,18.9,955.5,-3.54,0.0
2,23.2,77.0,19.1,955.5,-3.53,0.9
3,23.1,79.0,19.3,954.8,-3.53,0.0
4,22.9,80.0,19.3,954.6,-3.54,0.0
5,22.0,85.0,19.3,954.4,-3.54,0.0
6,21.7,87.0,19.4,954.6,-3.54,0.0
7,21.2,88.0,19.0,955.0,-3.54,0.0
8,21.5,87.0,19.3,955.6,-3.37,0.0
9,21.2,89.0,19.3,956.1,-1.62,0.0
10,22.4,84.0,19.6,956.7,216.4,0.0
11,25.3,67.0,18.7,957.0,770.2,0.0
12,26.6,63.0,19.1,957.2,1306.0,0.0
13,28.3,56.0,18.7,957.4,2214.0,0.3
14,30.3,52.0,19.3,957.0,3429.0,2.3
15,31.3,49.0,19.4,956.1,3895.0,2.7
16,32.3,45.0,18.9,955.6,4058.0,2.0
17,NaN,45.0,19.1,954.6,3928.0,3.5
18,26.8,75.0,22.0,954.4,982.2,1.8
19,24.6,70.0,18.7,955.0,165.2,2.5
20,24.0,74.0,19.1,953.9,82.64,0.0
21,23.7,76.0,19.3,953.5,44.78,0.0
22,23.1,85.0,20.5,953.3,13.93,1.4
23,23.1,79.0,19.2,954.3,-3.53,0.5
0,NaN,82.0,19.2,954.7,-3.53,0.4
1,22.5,84.0,19.6,954.8,-3.48,0.0
2,NaN,85.0,19.3,955.4,-3.54,0.1
3,21.6,89.0,19.7,955.5,-3.54,0.0
4,21.2,90.0,19.6,955.1,-3.54,0.0
5,21.4,89.0,19.4,955.2,-3.39,0.0
6,20.8,91.0,19.3,954.9,-3.48,0.0
7,20.5,92.0,19.2,954.8,-3.54,0.0
8,20.6,92.0,19.3,955.0,-3.53,0.0
9,NaN,92.0,19.3,955.5,-2.58,0.0
10,NaN,92.0,20.2,956.2,112.5,0.0
11,25.8,75.0,21.1,956.5,799.7,0.0
12,28.5,61.0,20.1,957.2,1864.0,0.0
13,29.7,56.0,19.9,957.4,2621.0,0.0
14,32.1,50.0,20.2,956.8,3362.0,0.6
15,34.1,43.0,19.9,956.1,3700.0,0.3
16,33.2,41.0,18.3,955.3,3805.0,2.1
17,28.0,74.0,22.9,954.4,645.2,0.6
18,28.3,54.0,18.2,953.6,2379.0,3.0
19,27.8,65.0,20.6,952.3,820.7,0.0
20,29.4,60.0,20.9,951.4,1656.0,0.0
21,30.4,56.0,20.7,951.7,1274.0,0.0
22,NaN,75.0,22.9,951.7,216.3,0.0
23,26.3,75.0,21.4,951.7,-3.53,0.0
0,NaN,82.0,22.1,952.3,-3.53,0.0
1,25.0,81.0,21.6,953.2,-3.53,0.0
2,24.7,82.0,21.4,954.0,-3.49,0.0
3,24.2,86.0,21.7,954.6,-3.53,0.0
4,23.6,83.0,20.5,953.8,-3.49,0.0
5,23.0,87.0,20.6,953.2,-3.54,0.0
6,22.7,88.0,20.6,953.2,-3.38,0.0
7,22.3,89.0,20.4,953.6,-3.54,0.0
8,22.0,88.0,19.9,953.9,-3.54,0.1
9,21.9,90.0,20.2,954.5,-2.14,0.0
10,22.8,88.0,20.7,954.9,110.2,0.0
11,26.7,75.0,21.8,955.7,809.7,0.1
12,27.7,70.0,21.7,956.0,1952.0,0.3
13,28.7,65.0,21.5,955.7,2600.0,0.8
14,31.4,59.0,22.5,955.5,3266.0,2.0
15,33.3,49.0,21.2,954.6,3724.0,0.7
16,35.1,40.0,19.6,953.6,4040.0,0.6
17,34.8,45.0,21.2,952.7,2723.0,2.3
18,36.9,33.0,17.8,951.6,3441.0,1.7
19,34.6,39.0,18.7,950.7,1470.0,0.0
20,35.5,34.0,17.3,950.7,1478.0,1.9
21,31.7,46.0,18.6,950.8,365.3,0.4
22,28.0,62.0,20.0,952.1,100.8,2.9
23,26.1,69.0,19.9,953.5,-3.44,0.5
0,25.6,70.0,19.6,953.6,-3.54,0.0
1,25.1,73.0,20.0,954.0,-3.54,0.0
2,24.1,78.0,20.1,953.7,-3.54,0.0
3,NaN,77.0,20.1,953.8,-3.54,1.2
4,23.2,85.0,20.5,953.8,-3.54,0.0
5,22.7,82.0,19.4,954.0,-3.54,0.0
6,22.5,84.0,19.6,953.9,-3.49,0.0
7,22.4,83.0,19.3,953.8,-3.44,0.0
8,21.2,89.0,19.3,954.1,-3.54,0.0
9,20.8,90.0,19.0,954.3,-3.2,0.0
10,21.5,86.0,19.0,954.6,88.04,0.0
11,NaN,76.0,20.3,955.0,688.1,0.0
12,26.2,71.0,20.6,955.2,1964.0,0.7
13,29.6,64.0,22.0,955.1,2797.0,0.4
14,30.4,55.0,20.2,955.2,3428.0,2.7
15,30.8,54.0,20.4,954.6,3877.0,2.1
16,NaN,48.0,19.7,954.0,3881.0,2.9
17,34.1,44.0,20.0,952.8,4019.0,2.7
18,34.2,43.0,20.0,951.6,3454.0,2.4
19,32.8,44.0,18.8,951.0,2429.0,1.1
20,31.9,48.0,19.6,950.3,1163.0,1.4
21,30.7,57.0,21.2,949.9,372.0,0.0
22,29.7,56.0,20.2,951.1,123.8,1.5
23,NaN,67.0,21.6,951.9,-3.5,0.0
0,27.0,68.0,20.5,953.0,-3.5,4.6
1,25.9,62.0,18.1,953.8,-3.53,0.5
2,24.4,71.0,18.8,954.1,-3.54,0.0
3,23.8,76.0,19.3,953.8,-3.54,0.1
4,22.9,81.0,19.5,953.4,-3.54,0.0
5,22.5,83.0,19.6,953.4,-3.53,0.1
6,22.0,89.0,20.0,953.2,-3.54,0.0
7,21.6,87.0,19.4,953.2,-3.54,0.0
8,21.2,88.0,19.2,953.3,-3.54,0.0
9,21.0,90.0,19.2,953.7,-3.22,0.0
10,21.8,86.0,19.4,954.7,82.23,0.0
11,24.0,78.0,19.9,955.4,420.8,0.0
12,27.3,65.0,20.2,955.3,1684.0,1.2
13,29.3,52.0,18.5,955.5,2775.0,1.0
14,NaN,48.0,18.5,955.1,3402.0,2.3
15,NaN,49.0,19.5,954.5,3836.0,2.0
16,NaN,44.0,19.1,953.8,3903.0,2.8
17,33.0,44.0,19.1,953.0,3711.0,1.8
18,31.4,50.0,19.8,952.0,698.8,1.6
19,30.6,57.0,21.2,951.9,1521.0,0.3
20,22.1,66.0,15.4,952.8,136.8,3.3
21,22.0,80.0,18.3,951.8,136.5,1.0
22,NaN,84.0,19.2,952.8,218.1,0.4
23,22.1,86.0,19.8,953.5,-2.2,0.5
0,21.5,88.0,19.4,953.8,-2.92,0.4
1,21.8,87.0,19.5,956.1,-3.36,1.3
2,20.9,88.0,18.8,955.9,-3.27,1.6
3,NaN,89.0,18.9,955.9,-3.48,0.7
4,20.3,91.0,18.7,955.2,-3.53,0.3
5,20.1,94.0,19.1,954.6,-3.53,0.0
6,19.6,93.0,18.5,953.9,-3.54,0.2
7,19.5,93.0,18.3,953.7,-3.53,0.5
8,19.2,94.0,18.2,954.0,-3.54,0.0
9,19.0,94.0,18.1,954.4,-2.85,0.1
10,19.8,90.0,18.1,954.8,98.58,0.8
11,22.0,82.0,18.7,956.0,366.3,1.4
12,24.4,82.0,21.2,956.6,1220.0,0.3
13,22.6,86.0,20.1,957.6,576.2,2.0
14,25.0,62.0,17.4,957.5,3105.0,4.5
15,26.2,63.0,18.5,956.5,2875.0,2.4
16,26.6,64.0,19.3,955.4,1285.0,1.6
17,NaN,64.0,19.9,954.8,1403.0,1.7
18,27.9,62.0,20.0,954.0,1487.0,1.2
19,29.6,50.0,18.0,952.5,2660.0,1.7
20,29.6,47.0,17.2,951.9,2008.0,2.2
21,28.7,49.0,17.1,952.0,1083.0,2.5
22,26.0,65.0,18.8,952.3,230.2,0.0
23,24.3,73.0,19.0,952.7,-3.54,0.0
0,22.9,79.0,19.1,953.6,-3.54,0.0
1,22.2,82.0,19.0,954.5,-3.54,0.0
2,21.8,85.0,19.1,955.1,-3.54,0.0
3,21.5,85.0,18.8,954.9,-3.54,0.0
4,21.6,85.0,19.0,954.4,-3.54,0.0
5,21.0,86.0,18.5,953.7,-3.54,0.0
6,21.5,81.0,18.0,953.9,-3.54,0.1
7,21.0,83.0,18.1,953.8,-3.54,0.0
8,21.4,81.0,18.0,954.5,-3.53,0.0
9,21.0,84.0,18.1,955.3,-3.47,0.0
10,21.7,82.0,18.5,956.1,122.8,0.3
11,23.0,78.0,19.0,956.6,666.9,0.0
12,25.6,70.0,19.7,956.7,1472.0,0.0
13,27.4,62.0,19.4,957.1,1579.0,0.3
14,29.2,58.0,20.1,956.8,2961.0,1.0
15,30.6,52.0,19.7,955.9,2617.0,0.1
16,NaN,50.0,19.8,954.6,2981.0,0.0
17,32.4,43.0,18.3,953.6,3551.0,1.2
18,NaN,40.0,17.9,952.6,3681.0,2.0
19,30.3,53.0,19.5,951.9,1853.0,2.5
20,28.1,56.0,18.3,951.8,1349.0,2.6
21,27.6,61.0,19.3,951.9,256.1,0.6
22,24.7,70.0,19.0,953.1,62.08,0.2
23,22.8,84.0,20.0,953.6,-3.42,1.6
0,22.9,86.0,20.4,953.9,-3.49,0.3
1,22.9,86.0,20.5,954.6,-2.87,0.0
2,23.0,81.0,19.7,955.1,-3.53,0.5
3,22.2,83.0,19.2,954.7,-3.36,0.0
4,22.4,83.0,19.3,954.1,-3.09,0.0
5,NaN,82.0,19.1,953.9,-3.04,0.0
6,NaN,82.0,19.3,953.6,-2.75,0.0
7,21.9,86.0,19.5,953.6,-2.74,0.0
8,22.1,84.0,19.3,953.6,-2.42,0.0
9,21.8,86.0,19.3,954.0,-3.05,0.0
10,22.0,84.0,19.2,954.6,69.62,0.0
11,23.1,82.0,19.9,955.3,344.1,0.0
12,25.0,73.0,19.8,955.9,687.9,0.1
13,26.4,63.0,18.9,956.0,1351.0,1.2
14,27.6,56.0,18.1,955.7,1968.0,2.9
15,28.8,56.0,19.3,954.9,2871.0,2.7
16,30.0,50.0,18.3,953.7,3481.0,2.5
17,27.9,56.0,18.4,952.9,2379.0,2.7
18,29.2,53.0,18.5,952.4,2240.0,3.0
19,28.4,56.0,18.7,952.2,1339.0,2.5
20,27.9,58.0,18.8,951.7,1202.0,3.2
21,27.6,60.0,19.0,952.2,883.8,1.8
22,26.3,63.0,18.7,953.0,187.9,0.1
23,24.8,74.0,19.8,954.1,-3.45,1.4
0,NaN,68.0,17.6,954.2,-3.43,1.6
1,23.7,72.0,18.5,955.1,-3.37,0.1
2,23.1,76.0,18.7,955.7,-3.49,0.0
3,22.9,81.0,19.5,955.5,-3.28,0.0
4,23.4,77.0,19.2,955.4,-3.28,0.0
5,22.4,83.0,19.3,954.5,-3.49,0.0
6,22.0,85.0,19.3,954.3,-3.54,0.7
7,NaN,81.0,19.1,954.5,-2.84,0.7
8,20.1,94.0,19.1,954.9,-1.31,0.9
9,NaN,96.0,18.9,955.3,-2.01,3.0
10,20.0,95.0,19.3,955.7,18.04,0.4
11,20.7,96.0,20.0,956.7,212.3,0.1
12,21.8,89.0,20.0,957.4,511.2,0.5
13,22.4,84.0,19.6,958.1,707.8,1.1
14,22.9,83.0,19.8,957.9,577.6,1.8
15,23.7,80.0,20.0,957.5,1067.0,0.8
16,NaN,94.0,20.0,957.3,878.2,2.0
17,22.3,87.0,19.9,956.2,679.1,0.5
18,22.9,85.0,20.2,955.4,1094.0,0.2
19,23.5,83.0,20.4,954.8,895.1,0.0
20,23.4,87.0,21.1,954.2,571.1,0.0
21,23.3,84.0,20.4,953.7,479.2,1.7
22,22.1,89.0,20.2,954.1,327.5,0.3
23,NaN,92.0,20.2,955.2,-3.51,0.0
0,21.2,93.0,20.0,955.5,-3.42,0.0
1,NaN,94.0,19.9,956.1,-3.26,0.5
2,21.2,91.0,19.7,957.0,-3.32,1.0
3,20.9,94.0,20.0,956.7,-3.34,0.0
4,20.8,95.0,20.1,956.1,-2.95,0.2
5,20.8,95.0,20.1,955.6,-2.67,0.0
6,20.7,95.0,19.9,955.3,-3.02,0.2
7,20.8,95.0,20.0,955.4,-2.19,0.1
8,20.7,95.0,19.8,955.6,-3.13,0.1
9,20.4,95.0,19.5,955.9,-3.13,0.0
10,21.0,95.0,20.1,956.7,84.63,0.0
11,21.7,89.0,19.8,957.4,281.4,0.0
12,22.9,84.0,20.1,958.0,580.1,0.0
13,24.1,78.0,19.9,958.0,1409.0,0.8
14,26.0,73.0,20.7,957.8,1943.0,2.0
15,22.9,87.0,20.7,957.1,1754.0,1.2
